"customer_id","churn_probability","tenure_in_months","monthly_charge","contract","internet_type","online_security","premium_tech_support"
"1866-OBPNR",0.766666666666667,22,48.8,"Month-to-Month","DSL","Yes","No"
"1866-RZZQS",0.883333333333333,46,100.7,"Month-to-Month","Fiber Optic","Yes","No"
"1866-ZSLJM",0.736666666666667,38,70.15,"One Year","Cable","No","Yes"
"1867-BDVFH",0.966666666666667,1,69.2,"Month-to-Month","Fiber Optic","No","No"
"1867-TJHTS",0.603333333333333,1,44.15,"Month-to-Month","DSL","No","No"
"1871-MOWRM",0.956666666666667,1,69.6,"Month-to-Month","Fiber Optic","No","No"
"1872-EBWSC",0.72,3,45,"Month-to-Month","DSL","No","No"
"1875-QIVME",0.713333333333333,14,65.45,"Month-to-Month","Cable","Yes","No"
"1877-HKBQX",0.743333333333333,67,104.1,"One Year","Fiber Optic","No","No"
"1891-FZYSA",0.846666666666667,23,81,"Month-to-Month","Fiber Optic","No","No"
"1891-QRQSA",0.65,48,82.05,"One Year","Fiber Optic","No","No"
"1891-UAWWU",0.723333333333333,59,41.05,"Month-to-Month","DSL","No","No"
"1894-IGFSG",0.886666666666667,32,91.05,"Month-to-Month","Fiber Optic","No","No"
"1895-QTKDO",0.736666666666667,8,51.05,"Month-to-Month","DSL","No","No"
"1897-OKVMW",0.786666666666667,60,105.9,"Month-to-Month","Fiber Optic","No","No"
"1897-RCFUM",0.766666666666667,15,29.7,"Month-to-Month","DSL","No","Yes"
"1898-JSNDC",0.88,1,50.45,"Month-to-Month","Cable","No","No"
"1899-VXWXM",0.773333333333333,31,103.45,"One Year","Fiber Optic","No","No"
"1902-XBTFB",0.866666666666667,30,50.4,"Month-to-Month","DSL","No","No"
"1904-WAJAA",0.956666666666667,10,86.65,"Month-to-Month","Cable","No","No"
"1905-OEILC",0.84,18,99.4,"Month-to-Month","Fiber Optic","Yes","No"
"1907-UBQFC",0.816666666666667,12,99.7,"Month-to-Month","Fiber Optic","Yes","No"
"1907-YLNYW",0.96,4,77.95,"Month-to-Month","Fiber Optic","No","No"
"1910-FMXJM",0.693333333333333,18,74.15,"Month-to-Month","Fiber Optic","No","No"
"1915-IOFGU",0.743333333333333,5,24.95,"Month-to-Month","DSL","No","No"
"1915-OAKWD",0.96,2,75.55,"Month-to-Month","Fiber Optic","No","No"
"1918-ZBFQJ",0.686666666666667,3,74.5,"Month-to-Month","Fiber Optic","No","No"
"1919-RTPQD",0.683333333333333,19,106.6,"Month-to-Month","Fiber Optic","Yes","Yes"
"1921-KYSAY",0.843333333333333,1,-9,"Month-to-Month","DSL","No","No"
"1925-GMVBW",0.843333333333333,18,85.2,"Month-to-Month","Fiber Optic","No","No"
"1925-LFCZZ",0.75,1,20.2,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1925-TIBLE",0.756666666666667,2,-7,"Month-to-Month","DSL","No","No"
"1926-QUZNN",0.683333333333333,8,20.15,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1927-QEWMY",0.92,1,44.65,"Month-to-Month","Cable","No","Yes"
"1928-BXYIV",0.956666666666667,2,95.15,"Month-to-Month","Fiber Optic","No","No"
"1929-ZCBHE",0.703333333333333,1,20.15,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1930-BZLHI",0.676666666666667,22,59,"Month-to-Month","Cable","Yes","No"
"1930-QPBVZ",0.75,1,35.9,"Month-to-Month","Cable","No","No"
"1930-WNXSB",0.923333333333333,15,84.3,"Month-to-Month","Cable","No","No"
"1932-UEDCX",0.776666666666667,45,100.85,"Month-to-Month","Fiber Optic","No","No"
"1934-MKPXS",0.873333333333333,3,36.45,"Month-to-Month","DSL","No","No"
"1934-SJVJK",0.853333333333333,1,80.3,"Month-to-Month","Fiber Optic","Yes","No"
"1935-IMVBB",0.81,1,69.4,"Month-to-Month","Fiber Optic","No","No"
"1936-CZAKF",0.763333333333333,7,75.1,"Month-to-Month","Fiber Optic","No","No"
"1936-UAFEH",0.783333333333333,30,85.15,"Month-to-Month","Fiber Optic","No","Yes"
"1937-OTUKY",0.68,38,62.3,"One Year","Cable","No","Yes"
"1941-HOSAM",0.98,1,24.8,"Month-to-Month","DSL","No","No"
"1942-OQFRW",0.843333333333333,3,98.7,"Month-to-Month","Fiber Optic","No","Yes"
"1945-XISKS",0.823333333333333,9,94.75,"Month-to-Month","Fiber Optic","No","No"
"1950-KSVVJ",0.69,3,89.85,"Month-to-Month","Fiber Optic","No","Yes"
"1951-IEYXM",0.81,40,79.2,"Month-to-Month","Fiber Optic","Yes","No"
"1952-DVVSW",0.873333333333333,21,97.35,"Month-to-Month","Fiber Optic","No","No"
"1955-IBMMB",0.826666666666667,24,90.55,"Month-to-Month","Fiber Optic","No","No"
"1956-YIFGE",0.98,1,69.95,"Month-to-Month","Fiber Optic","No","No"
"1958-RNRKS",0.79,14,50.75,"Month-to-Month","Cable","No","No"
"1960-UOTYM",0.983333333333333,15,80.2,"Month-to-Month","Fiber Optic","No","No"
"1960-UYCNN",0.86,23,94.75,"Month-to-Month","Fiber Optic","No","No"
"1963-SVUCV",0.99,15,75.3,"Month-to-Month","Fiber Optic","No","No"
"1963-VAUKV",0.633333333333333,40,42.35,"One Year","DSL","Yes","No"
"1964-SVLEA",0.843333333333333,1,71.1,"Month-to-Month","Fiber Optic","No","No"
"1965-AKTSX",0.66,1,71.35,"Month-to-Month","Fiber Optic","No","No"
"1965-DDBWU",0.986666666666667,1,70.55,"Month-to-Month","Fiber Optic","No","No"
"1970-KKFWL",0.73,6,19.5,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1971-DTCZB",0.98,1,79.65,"Month-to-Month","Fiber Optic","No","No"
"1972-XMUWV",0.996666666666667,9,84.45,"Month-to-Month","Fiber Optic","No","No"
"1976-AZZPJ",0.91,1,69.65,"Month-to-Month","Fiber Optic","No","No"
"1976-CFOCS",0.976666666666667,27,85.25,"Month-to-Month","Fiber Optic","No","No"
"1977-STDKI",0.756666666666667,16,94.25,"Month-to-Month","Fiber Optic","Yes","No"
"1980-KXVPM",0.906666666666667,10,74.75,"Month-to-Month","Fiber Optic","No","No"
"1981-INRFU",0.81,13,-3,"Month-to-Month","Cable","No","No"
"1982-FEBTD",0.83,1,20.3,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1984-FCOWB",0.97,1,45.1,"Month-to-Month","Cable","No","No"
"1984-GPTEH",0.803333333333333,4,74.35,"Month-to-Month","Fiber Optic","No","No"
"1985-MBRYP",0.73,2,80.2,"Month-to-Month","Fiber Optic","No","No"
"1986-PHGZF",0.933333333333333,4,95.45,"Month-to-Month","Fiber Optic","No","No"
"1987-AUELQ",0.896666666666667,4,72.2,"Month-to-Month","Fiber Optic","No","No"
"1989-PRJHP",0.616666666666667,39,105.65,"Month-to-Month","Fiber Optic","No","No"
"1991-VOPLL",0.916666666666667,23,106.4,"Month-to-Month","Fiber Optic","No","No"
"1996-DBMUS",0.753333333333333,7,79.65,"Month-to-Month","Fiber Optic","Yes","No"
"1998-VHJHK",0.906666666666667,1,93.85,"Month-to-Month","Fiber Optic","No","No"
"2000-DHJUY",0.816666666666667,24,75.4,"Month-to-Month","Fiber Optic","No","No"
"2000-MPKCA",0.716666666666667,66,80.55,"Two Year","Cable","No","No"
"2001-EWBQU",0.71,11,97.85,"Month-to-Month","Cable","No","No"
"2001-MCUUW",0.793333333333333,28,89.95,"Month-to-Month","Fiber Optic","No","No"
"2002-MZHWP",0.67,2,-1,"Month-to-Month","Fiber Optic","No","No"
"2003-CKLOR",0.866666666666667,6,75.5,"Month-to-Month","Fiber Optic","No","No"
"2004-OCQXK",0.916666666666667,10,79.25,"Month-to-Month","Fiber Optic","No","No"
"2005-DWQZJ",0.74,4,45.3,"Month-to-Month","Cable","No","No"
"2007-QVGAW",0.683333333333333,16,96.4,"Month-to-Month","Fiber Optic","No","No"
"2011-TRQYE",0.79,14,64.7,"Month-to-Month","DSL","Yes","No"
"2012-NWRPA",0.986666666666667,3,77,"Month-to-Month","Fiber Optic","No","No"
"2013-SGDXK",0.826666666666667,1,25.2,"Month-to-Month","DSL","No","No"
"2014-MKGMH",0.68,2,24.45,"Month-to-Month","DSL","No","No"
"2017-CCBLH",0.793333333333333,33,103.75,"One Year","Fiber Optic","Yes","Yes"
"2018-PZKMU",0.673333333333333,9,70.5,"Month-to-Month","Fiber Optic","No","No"
"2018-QKYGT",0.97,51,97.8,"Month-to-Month","Fiber Optic","No","No"
"2019-HDCZY",0.92,1,50.45,"Month-to-Month","Cable","No","No"
"2023-VQFDL",0.973333333333333,32,93.2,"Month-to-Month","Fiber Optic","No","No"
"2024-BASKD",0.636666666666667,19,55,"Month-to-Month","Cable","No","Yes"
"2025-JKFWI",0.796666666666667,1,20.2,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2026-TGDHM",0.8,43,107.55,"One Year","Cable","No","Yes"
"2027-CWDNU",0.916666666666667,1,19.65,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2027-DNKIV",0.903333333333333,14,86.3,"Month-to-Month","Fiber Optic","No","No"
"2027-FECZV",0.946666666666667,10,89.8,"Month-to-Month","Fiber Optic","No","No"
"2027-OAQQC",0.633333333333333,2,49.25,"Month-to-Month","DSL","No","No"
"2027-WKXMW",0.923333333333333,7,95.35,"Month-to-Month","Fiber Optic","No","No"
"2030-BTZRO",0.666666666666667,4,74.4,"Month-to-Month","Fiber Optic","No","No"
"2034-CGRHZ",0.743333333333333,3,50.65,"Month-to-Month","Cable","No","No"
"2034-GDRCN",0.69,1,74.35,"Month-to-Month","Fiber Optic","No","No"
"2037-SGXHH",0.973333333333333,43,101,"Month-to-Month","Fiber Optic","No","No"
"2037-XJFUP",1,1,69.6,"Month-to-Month","Fiber Optic","No","No"
"2038-LLMLM",0.97,1,71.65,"Month-to-Month","Fiber Optic","No","No"
"2038-OEQZH",0.676666666666667,8,84.9,"Month-to-Month","Fiber Optic","No","No"
"2038-YSEZE",0.693333333333333,42,77.95,"Month-to-Month","Fiber Optic","No","No"
"2039-JONDJ",0.823333333333333,25,95.9,"Month-to-Month","Fiber Optic","No","No"
"2040-LDIWQ",0.74,34,100.05,"Month-to-Month","Fiber Optic","No","No"
"2040-OBMLJ",0.823333333333333,21,60.05,"Month-to-Month","DSL","No","No"
"2040-VZIKE",0.91,2,95.65,"Month-to-Month","Fiber Optic","No","No"
"2040-XBAVJ",0.996666666666667,5,91.4,"Month-to-Month","Fiber Optic","No","No"
"2041-JIJCI",0.86,6,83.55,"Month-to-Month","Fiber Optic","No","No"
"2043-WVTQJ",0.846666666666667,22,101.35,"Month-to-Month","Fiber Optic","Yes","No"
"2045-BMBTJ",0.84,2,75.7,"Month-to-Month","Cable","Yes","No"
"2049-BAFNW",0.626666666666667,26,83.75,"Month-to-Month","Cable","No","No"
"2050-ONYDQ",0.823333333333333,10,99.85,"Month-to-Month","Fiber Optic","No","Yes"
"2054-PJOCK",0.96,4,76.05,"Month-to-Month","Fiber Optic","No","No"
"2055-BFOCC",0.89,66,80.45,"Month-to-Month","Fiber Optic","No","No"
"2055-PDADH",0.706666666666667,2,56.7,"Month-to-Month","DSL","Yes","No"
"2055-SIFSS",0.97,1,73.65,"Month-to-Month","Fiber Optic","No","No"
"2056-EVGZL",0.84,5,89.35,"Month-to-Month","Fiber Optic","No","Yes"
"2057-BOYKM",0.88,5,69.05,"Month-to-Month","Fiber Optic","No","No"
"2057-ZBLPD",0.866666666666667,18,80.55,"Month-to-Month","Fiber Optic","No","No"
"2058-DCJBE",0.636666666666667,42,55.65,"Month-to-Month","Cable","No","No"
"2061-VVFST",0.786666666666667,19,73.85,"Month-to-Month","Fiber Optic","No","No"
"2065-MMKGR",0.946666666666667,13,100.8,"Month-to-Month","Fiber Optic","Yes","No"
"2067-QYTCF",0.993333333333333,15,85.6,"Month-to-Month","Cable","No","No"
"2068-WWXQZ",0.813333333333333,14,75.35,"Month-to-Month","Cable","No","No"
"2070-FNEXE",0.723333333333333,21,77.5,"One Year","Cable","Yes","Yes"
"2070-XYMFH",0.806666666666667,24,89.85,"Month-to-Month","Fiber Optic","No","No"
"2072-ZVJJX",0.986666666666667,1,79.1,"Month-to-Month","Fiber Optic","No","No"
"2073-QBVBI",0.906666666666667,3,85.3,"Month-to-Month","Fiber Optic","No","No"
"2074-GKOWZ",0.836666666666667,5,50.6,"Month-to-Month","Cable","No","No"
"2074-GUHPQ",0.943333333333333,1,86.6,"Month-to-Month","Fiber Optic","No","No"
"2075-PUEPR",0.84,49,95.6,"Month-to-Month","Fiber Optic","No","No"
"2075-RMJIK",0.71,15,49.1,"Month-to-Month","DSL","No","No"
"2077-DDHJK",0.69,3,73.6,"Month-to-Month","Fiber Optic","No","No"
"2077-MPJQO",0.993333333333333,34,94.25,"Month-to-Month","Fiber Optic","No","No"
"2079-FBMZK",0.776666666666667,51,84.2,"Month-to-Month","Cable","No","No"
"2080-CAZNM",0.656666666666667,49,59.75,"Month-to-Month","DSL","Yes","No"
"2080-GKCWQ",0.7,24,104.65,"Month-to-Month","Fiber Optic","No","No"
"2080-SRCDE",0.633333333333333,66,79.4,"Two Year","DSL","Yes","Yes"
"2081-KJSQF",0.673333333333333,69,104.7,"One Year","Fiber Optic","No","Yes"
"2081-VEYEH",0.983333333333333,47,100.05,"Month-to-Month","Fiber Optic","No","No"
"2082-CEFLT",0.753333333333333,4,74.4,"Month-to-Month","DSL","No","Yes"
"2082-OJVTK",0.936666666666667,2,79.7,"Month-to-Month","Fiber Optic","No","No"
"2085-BOJKI",0.96,1,71.65,"Month-to-Month","Fiber Optic","No","No"
"2085-JVGAD",0.873333333333333,4,29.65,"Month-to-Month","DSL","No","No"
"2087-QAREY",0.716666666666667,1,30.2,"Month-to-Month","DSL","No","No"
"2088-IEBAU",0.826666666666667,3,75,"Month-to-Month","Fiber Optic","No","No"
"2091-GPPIQ",0.9,22,74.4,"Month-to-Month","Fiber Optic","No","No"
"2091-MJTFX",0.826666666666667,34,75.55,"Month-to-Month","Fiber Optic","No","No"
"2091-RFFBA",0.936666666666667,37,76.25,"Month-to-Month","Fiber Optic","No","No"
"2096-XOTMO",0.943333333333333,7,74.4,"Month-to-Month","Fiber Optic","No","No"
"2097-YVPKN",0.893333333333333,42,94.2,"Month-to-Month","Fiber Optic","No","No"
"2100-BDNSN",0.913333333333333,31,91.15,"Month-to-Month","Cable","No","No"
"2101-RANCD",0.756666666666667,13,31.05,"Month-to-Month","Cable","No","No"
"2103-ZRXFN",0.833333333333333,5,40,"Month-to-Month","Cable","Yes","Yes"
"2105-PHWON",0.956666666666667,25,89.5,"Month-to-Month","Fiber Optic","No","No"
"2107-FBPTK",0.97,1,78.95,"Month-to-Month","Fiber Optic","No","No"
"2108-GLPQB",0.886666666666667,5,43.25,"Month-to-Month","Cable","Yes","Yes"
"2108-XWMPY",0.866666666666667,4,79,"Month-to-Month","Fiber Optic","No","No"
"2108-YKQTY",0.68,17,64.7,"Month-to-Month","Cable","No","No"
"2111-DWYHN",0.753333333333333,9,44.2,"Month-to-Month","Cable","No","No"
"2114-MGINA",0.963333333333333,1,90.6,"Month-to-Month","Fiber Optic","No","No"
"2115-BFTIW",0.973333333333333,1,39.65,"Month-to-Month","DSL","No","No"
"2120-SMPEX",0.91,6,90.1,"Month-to-Month","Fiber Optic","No","No"
"2121-JAFOM",0.823333333333333,18,99.85,"Month-to-Month","Fiber Optic","No","Yes"
"2122-SZZZD",0.656666666666667,12,83.8,"Month-to-Month","Cable","No","Yes"
"2122-YWVYA",0.823333333333333,3,55.15,"Month-to-Month","DSL","No","No"
"2123-AGEEN",0.96,8,81.25,"Month-to-Month","Fiber Optic","No","No"
"2123-VSCOT",0.866666666666667,1,75.1,"Month-to-Month","Fiber Optic","No","No"
"2126-GSEGL",0.743333333333333,32,-8,"Month-to-Month","Fiber Optic","Yes","No"
"2129-ALKBS",0.636666666666667,31,80.45,"Month-to-Month","Fiber Optic","No","No"
"2133-TSRRM",0.98,1,80.05,"Month-to-Month","Fiber Optic","No","No"
"2135-DQWAQ",0.786666666666667,3,56.15,"Month-to-Month","Cable","No","No"
"2135-RXIHG",0.763333333333333,2,70.7,"Month-to-Month","Cable","No","No"
"2137-DQMEV",0.813333333333333,35,100.5,"Month-to-Month","Cable","Yes","Yes"
"2138-VFAPZ",0.74,13,96.65,"Month-to-Month","Fiber Optic","No","No"
"2139-FQHLM",0.78,54,106.55,"One Year","Fiber Optic","Yes","No"
"2141-RRYGO",0.803333333333333,18,80.65,"Month-to-Month","Fiber Optic","No","No"
"2143-LJULT",0.616666666666667,48,60.35,"One Year","DSL","Yes","Yes"
"2144-BFDSO",0.84,3,49.15,"Month-to-Month","DSL","No","No"
"2144-ESWKO",0.84,7,101.95,"Month-to-Month","Fiber Optic","No","No"
"2146-EGVDT",0.82,12,29.2,"Month-to-Month","DSL","No","No"
"2150-OEGBV",0.71,31,93.8,"Month-to-Month","Fiber Optic","No","No"
"2150-UWTFY",0.846666666666667,9,83.3,"Month-to-Month","Fiber Optic","No","No"
"2150-WLKUW",0.746666666666667,1,84.6,"Month-to-Month","Fiber Optic","Yes","No"
"2153-MREFK",0.73,47,106.4,"Month-to-Month","Fiber Optic","No","No"
"2154-KVJFF",0.89,2,79.65,"Month-to-Month","Fiber Optic","No","No"
"2155-AMQRX",0.953333333333333,1,78.65,"Month-to-Month","Fiber Optic","No","No"
"2157-MXBJS",0.666666666666667,51,94.8,"One Year","Fiber Optic","Yes","No"
"2159-TURXX",0.773333333333333,29,98.6,"Month-to-Month","Fiber Optic","No","No"
"2160-GPFXD",0.86,1,44.95,"Month-to-Month","DSL","No","No"
"2162-FRZAA",0.966666666666667,7,84.55,"Month-to-Month","Fiber Optic","No","No"
"2164-SOQXL",0.706666666666667,4,56.5,"Month-to-Month","DSL","No","Yes"
"2165-VOEGB",0.9,34,79.6,"Month-to-Month","Fiber Optic","No","No"
"2167-FQSTQ",0.67,1,50.35,"Month-to-Month","DSL","No","No"
"2169-RRLFW",0.783333333333333,3,25.25,"Month-to-Month","DSL","No","No"
"2171-UDMFD",0.843333333333333,11,89.7,"Month-to-Month","Fiber Optic","No","No"
"2172-EJXVF",0.93,1,79.55,"Month-to-Month","Fiber Optic","No","No"
"2176-LVPNX",0.89,6,93.55,"Month-to-Month","Fiber Optic","No","No"
"2176-OSJUV",0.87,5,50.35,"Month-to-Month","DSL","No","No"
"2178-PMGCJ",0.633333333333333,12,74.05,"One Year","DSL","No","Yes"
"2180-DXNEG",0.81,39,48.95,"Month-to-Month","Cable","Yes","Yes"
"2181-TIDSV",0.816666666666667,3,69.35,"Month-to-Month","Cable","No","Yes"
"2181-UAESM",0.616666666666667,67,116.2,"Two Year","Fiber Optic","Yes","Yes"
"2186-QZEYA",0.806666666666667,27,30.75,"Month-to-Month","Cable","Yes","No"
"2187-LZGPL",0.75,3,96.6,"Month-to-Month","Fiber Optic","No","No"
"2187-PKZAY",0.93,1,50.55,"Month-to-Month","Cable","No","No"
"2188-SXWVT",0.963333333333333,13,95.25,"Month-to-Month","Cable","No","No"
"2189-UXTKY",0.633333333333333,61,19.4,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2189-WWOEW",0.72,54,111.1,"Month-to-Month","Fiber Optic","No","Yes"
"2190-BCXEC",0.813333333333333,68,105.3,"Month-to-Month","Fiber Optic","No","No"
"2190-PHBHR",0.75,5,81,"Month-to-Month","Fiber Optic","No","No"
"2192-CKRLV",0.736666666666667,50,108.55,"One Year","Fiber Optic","Yes","Yes"
"2192-OZITF",0.636666666666667,17,85.45,"Month-to-Month","Fiber Optic","No","No"
"2193-SFWQW",0.756666666666667,15,55.7,"Month-to-Month","DSL","Yes","No"
"2194-IIQOF",0.913333333333333,1,45.7,"Month-to-Month","DSL","No","No"
"2195-VVRJF",0.91,1,85.45,"Month-to-Month","Fiber Optic","No","No"
"2195-ZRVAX",0.976666666666667,7,89.5,"Month-to-Month","Fiber Optic","No","No"
"2197-OMWGI",0.873333333333333,1,24.45,"Month-to-Month","Cable","No","No"
"2200-DSAAL",0.72,41,113.6,"Month-to-Month","Fiber Optic","Yes","Yes"
"2202-CUYXZ",0.68,41,79.9,"Month-to-Month","Cable","Yes","Yes"
"2202-OUTMO",0.903333333333333,10,98.7,"Month-to-Month","Fiber Optic","Yes","No"
"2203-GHNWN",0.916666666666667,26,90.8,"Month-to-Month","Fiber Optic","No","No"
"2205-LPVGL",0.886666666666667,1,19.45,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2205-YMZZJ",0.853333333333333,14,85.15,"Month-to-Month","Fiber Optic","No","No"
"2207-NHRJK",0.883333333333333,24,93.55,"Month-to-Month","Fiber Optic","No","No"
"2207-OBZNX",0.83,19,95.9,"Month-to-Month","Fiber Optic","No","No"
"2207-QPJED",0.78,7,75.15,"Month-to-Month","Fiber Optic","No","No"
"2207-RYYRL",0.726666666666667,7,70.75,"Month-to-Month","DSL","No","Yes"
"2208-MPXIO",0.89,14,104.85,"Month-to-Month","Fiber Optic","No","No"
"2208-NKVVH",0.956666666666667,1,94.4,"Month-to-Month","Fiber Optic","No","No"
"2208-NQBCT",0.943333333333333,4,78.85,"Month-to-Month","Fiber Optic","No","No"
"2208-UGTGR",0.643333333333333,2,70.7,"Month-to-Month","Fiber Optic","No","No"
"2209-XADXF",0.75,6,47.95,"Month-to-Month","DSL","No","No"
"2211-RMNHO",1,1,76.45,"Month-to-Month","Fiber Optic","No","No"
"2212-LYASK",0.74,52,111.25,"One Year","Fiber Optic","Yes","Yes"
"2215-ZAFGX",0.953333333333333,29,94.45,"Month-to-Month","Fiber Optic","No","No"
"2219-MVUSO",0.763333333333333,34,62.65,"Month-to-Month","Cable","Yes","Yes"
"2220-IAHLS",0.78,3,54.7,"Month-to-Month","DSL","No","No"
"2223-GDSHL",0.82,4,74.95,"Month-to-Month","Fiber Optic","No","No"
"2223-KAGMX",0.98,1,85,"Month-to-Month","Fiber Optic","No","No"
"2225-ZRGSG",0.77,13,74.4,"Month-to-Month","Fiber Optic","No","No"
"2226-ICFDO",0.87,38,74.95,"Month-to-Month","Fiber Optic","No","No"
"2227-JRSJX",0.98,1,94,"Month-to-Month","Fiber Optic","No","No"
"2228-BZDEE",0.98,1,79.95,"Month-to-Month","Fiber Optic","No","No"
"2229-DPMBI",0.94,3,74.25,"Month-to-Month","Fiber Optic","No","No"
"2229-VWQJH",0.953333333333333,2,79.75,"Month-to-Month","Fiber Optic","No","No"
"2230-XTUWL",0.69,1,18.85,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2232-DMLXU",0.89,13,100.35,"Month-to-Month","Fiber Optic","Yes","No"
"2233-FAGXV",0.76,43,109.55,"One Year","Fiber Optic","Yes","Yes"
"2233-TXSIU",0.673333333333333,8,84.5,"Month-to-Month","Fiber Optic","No","No"
"2234-EOFPT",0.96,33,80.6,"Month-to-Month","Cable","No","No"
"2234-XADUH",0.633333333333333,54,70.15,"One Year","DSL","No","No"
"2235-DWLJU",0.863333333333333,24,40.65,"Month-to-Month","Cable","No","No"
"2235-EZAIK",0.98,12,80.45,"Month-to-Month","Fiber Optic","No","No"
"2235-ZGKPT",0.953333333333333,1,74.7,"Month-to-Month","Fiber Optic","No","No"
"2236-HILPA",0.803333333333333,4,70.15,"Month-to-Month","Fiber Optic","No","No"
"2237-ZFSMY",0.693333333333333,48,95.5,"Two Year","Fiber Optic","No","Yes"
"2239-CFOUJ",0.646666666666667,40,104.8,"Month-to-Month","Fiber Optic","No","Yes"
"2239-CGBUZ",0.79,18,88.35,"Month-to-Month","Fiber Optic","No","Yes"
"2239-JALAW",0.693333333333333,15,99.1,"Month-to-Month","Fiber Optic","Yes","No"
"2240-HSJQD",0.946666666666667,4,87.1,"Month-to-Month","Fiber Optic","No","Yes"
"2242-MFOTG",0.923333333333333,14,89.95,"Month-to-Month","Cable","No","Yes"
"2243-FNMMI",0.91,1,76.2,"Month-to-Month","Fiber Optic","No","No"
"2245-ADZFJ",0.763333333333333,36,97.35,"Month-to-Month","Fiber Optic","No","No"
"2249-YPRNG",0.79,1,44.7,"Month-to-Month","DSL","No","No"
"2250-IVBWA",0.62,35,83.15,"Month-to-Month","Fiber Optic","No","No"
"2251-PYLPB",0.903333333333333,7,86.8,"Month-to-Month","Fiber Optic","No","No"
"2252-ISRNH",0.796666666666667,32,78.9,"Month-to-Month","Fiber Optic","No","No"
"2252-JHJGE",0.666666666666667,15,59.45,"Month-to-Month","DSL","No","No"
"2252-NKNSI",0.99,1,71.15,"Month-to-Month","Fiber Optic","No","No"
"2253-KPMNB",0.956666666666667,42,84.65,"Month-to-Month","Fiber Optic","No","No"
"2254-DLXRI",0.863333333333333,18,90,"Month-to-Month","Fiber Optic","No","No"
"2256-YLYLP",1,1,93.55,"Month-to-Month","Fiber Optic","No","No"
"2257-BOVXD",0.98,1,79.35,"Month-to-Month","Fiber Optic","No","No"
"2259-OUUSZ",0.76,18,95.15,"Month-to-Month","Fiber Optic","No","No"
"2260-USTRB",0.973333333333333,1,40.2,"Month-to-Month","DSL","No","No"
"2262-SLNVK",0.72,64,100.05,"One Year","Fiber Optic","No","No"
"2263-SFSQZ",0.846666666666667,18,90.1,"Month-to-Month","Fiber Optic","No","Yes"
"2265-CYWIV",0.816666666666667,1,29.7,"Month-to-Month","Cable","Yes","No"
"2266-FUBDZ",0.683333333333333,11,53.75,"Month-to-Month","DSL","No","No"
"2266-SJNAT",0.723333333333333,8,70.1,"Month-to-Month","Fiber Optic","No","No"
"2267-FPIMA",0.896666666666667,2,91.4,"Month-to-Month","Fiber Optic","No","No"
"2267-WTPYD",0.823333333333333,16,-4,"Month-to-Month","Fiber Optic","No","No"
"2270-CHBFN",0.823333333333333,1,51.25,"Month-to-Month","DSL","No","Yes"
"2272-JKMSI",0.643333333333333,4,89.6,"Month-to-Month","Fiber Optic","No","No"
"2272-QAGFO",0.76,30,94.4,"Month-to-Month","Fiber Optic","Yes","No"
"2272-UOINI",0.913333333333333,3,69.55,"Month-to-Month","Fiber Optic","No","No"
"2272-WUSPA",0.606666666666667,17,70.5,"Month-to-Month","Fiber Optic","No","No"
"2273-QCKXA",0.8,43,101.4,"Month-to-Month","Fiber Optic","No","No"
"2274-XUATA",0.79,30,94.05,"Month-to-Month","Fiber Optic","No","No"
"2275-RBYQS",0.836666666666667,25,104.95,"Month-to-Month","Fiber Optic","No","Yes"
"2276-YDAVZ",0.886666666666667,1,70.2,"Month-to-Month","Fiber Optic","No","No"
"2277-AXSDC",0.96,32,85,"Month-to-Month","Fiber Optic","No","No"
"2277-BKJKN",0.656666666666667,3,89.45,"Month-to-Month","Fiber Optic","No","No"
"2277-DJJDL",0.726666666666667,65,91.85,"Month-to-Month","Fiber Optic","No","No"
"2277-VWCNI",0.85,13,81.15,"Month-to-Month","Fiber Optic","No","No"
"2279-AXJJK",0.753333333333333,3,70.25,"Month-to-Month","Fiber Optic","No","No"
"2282-YGNOR",0.793333333333333,1,50.8,"Month-to-Month","Cable","No","Yes"
"2284-VFLKH",0.763333333333333,53,106.1,"One Year","Fiber Optic","Yes","No"
"2292-XQWSV",0.913333333333333,17,94.4,"Month-to-Month","Fiber Optic","Yes","No"
"2293-IJWPS",0.736666666666667,42,105.2,"Month-to-Month","Fiber Optic","Yes","No"
"2294-DMMUS",0.88,1,49.25,"Month-to-Month","DSL","No","Yes"
"2294-SALNE",0.903333333333333,30,40.3,"Month-to-Month","Cable","No","No"
"2296-DKZFP",0.936666666666667,5,100.5,"Month-to-Month","Fiber Optic","No","No"
"2300-RQGOI",0.946666666666667,14,74.95,"Month-to-Month","Fiber Optic","No","No"
"2302-ANTDP",0.983333333333333,2,80.25,"Month-to-Month","Fiber Optic","No","No"
